region,supplysector,subsector0,subsector,technology,year,ghg,emiss.coef
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NOx,0.00559
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NOx,0.00559
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NOx,0.00559
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NOx,0.00559
