region,supplysector,subsector0,subsector,technology,year,ghg,emiss.coef
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,NMVOC,1.16E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,NMVOC,1.16E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,NMVOC,1.16E-04
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,NMVOC,1.16E-04
